seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
69,606.557,822.161,18,8,39.328,0.884,0.797,
331,606.5,822.103,50,16,130.511,0.952,0.923,
115,104.33,141.24,6,4,13.065,0.965,0.945,
72,16.711,22.443,8,4,8.848,0.944,0.919,
35,606.317,712.088,8,4,14.996,0.886,0.836,
125,236.55,297.567,8,4,36.198,0.968,0.952,
86,606.357,712.136,12,2,4.337,0.977,0.965,
75,6.848,8.791,4,2,14.296,0.973,0.96,
96,76.117,106.083,8,4,18.17,0.958,0.939,
103,606.373,712.151,28,10,17.223,0.903,0.863,
41,6.343,7.446,8,4,5.72,0.902,0.862,
102,607.741,740.926,8,4,21.839,0.961,0.94,
233,607.193,740.377,46,27,40.781,0.884,0.826,
34,606.384,739.517,8,4,6.099,0.882,0.838,
182,607.284,740.469,8,4,57.398,0.978,0.966,
67,607.386,740.571,16,4,12.056,0.94,0.912,
58,606.839,740.007,28,10,35.943,0.828,0.68,
71,606.792,739.954,24,8,17.015,0.887,0.835,
120,163.963,221.547,6,4,15.972,0.967,0.95,
392,606.861,764.089,242,133,149.698,0.653,0.483,
91,10.07,13.154,8,4,17.651,0.956,0.936,
341,607.104,764.355,150,74,148.518,0.783,0.683,
98,606.951,764.186,16,4,6.227,0.959,0.941,
266,607.005,764.25,210,131,134.38,0.417,0.064,
135,607.019,764.268,40,26,40.575,0.778,0.665,
127,152.928,205.456,8,4,32.312,0.969,0.953,
67,11.455,14.943,0,0,37.546,1.0,1.0,
61,606.569,775.348,8,4,27.937,0.934,,
233,606.359,775.106,190,126,86.785,0.386,0.072,
155,606.55,775.328,38,20,50.182,0.871,0.813,
215,606.488,775.26,82,50,81.302,0.767,0.623,
392,606.649,775.427,236,125,140.459,0.663,0.498,
118,606.454,775.217,4,2,20.953,0.983,0.975,
114,606.348,775.097,64,32,101.916,0.719,,
29,6.338,7.672,4,2,1.302,0.931,0.896,
87,606.538,825.162,34,14,46.133,0.839,0.741,
34,606.417,825.019,8,4,9.003,0.882,0.672,
242,606.478,825.092,240,133,115.107,0.455,0.173,
258,606.651,825.316,36,22,69.633,0.919,0.873,
28,606.684,825.351,4,2,0.194,0.929,0.894,
114,131.342,180.183,4,2,30.001,0.982,0.974,
43,606.338,824.917,4,2,7.545,0.953,0.893,
118,606.366,824.962,16,8,46.583,0.932,0.884,
29,606.419,782.119,4,2,0.008,0.931,0.898,
392,606.752,782.556,236,122,149.054,0.628,0.442,
147,606.578,782.354,64,34,37.796,0.816,0.725,
169,606.669,782.472,30,17,38.422,0.893,0.839,
127,606.627,782.414,14,8,32.516,0.937,0.906,
87,82.294,110.429,4,2,25.806,0.977,0.965,
74,7.04,8.893,8,4,4.307,0.946,0.921,
150,606.646,782.447,70,29,43.971,0.833,0.743,
184,606.549,716.214,52,36,93.183,0.821,0.675,
121,264.372,325.758,4,3,23.756,0.967,0.95,
38,8.142,10.608,0,0,10.702,1.0,1.0,
70,6.489,7.936,8,4,5.091,0.943,0.918,
120,606.389,716.038,34,17,45.008,0.9,0.85,
39,15.23,20.124,8,4,11.495,0.897,0.838,
83,606.38,716.026,10,4,25.174,0.952,0.929,
34,606.487,716.15,8,4,6.099,0.882,0.838,
121,300.182,356.704,2,2,25.169,0.983,0.975,
59,9.632,12.385,8,4,6.882,0.932,0.902,
49,6.634,7.946,0,0,2.729,1.0,1.0,
91,606.63,718.993,4,2,6.498,0.978,0.967,
37,6.208,6.936,6,4,3.625,0.892,0.836,
36,217.703,258.007,6,4,31.059,0.889,0.798,
38,6.61,7.915,8,4,1.904,0.895,0.853,
52,8.829,11.196,4,2,10.138,0.962,0.944,
