seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
77,0.064,0.064,2,2,20.765,0.974,0.959,
77,0.259,0.259,12,6,18.189,0.922,0.885,
29,0.001,0.001,0,0,1.35,1.0,1.0,
34,0.001,0.001,0,0,9.283,1.0,1.0,
155,0.308,0.308,12,6,98.338,0.961,0.924,
51,0.035,0.035,4,2,7.633,0.961,0.936,
119,0.02,0.02,0,0,20.228,1.0,1.0,
54,0.005,0.006,0,0,4.949,1.0,1.0,
25,0.013,0.013,0,0,8.841,1.0,1.0,
125,0.193,0.193,4,2,32.358,0.984,0.976,
126,0.016,0.016,0,0,27.292,1.0,1.0,
33,0.007,0.007,0,0,4.03,1.0,1.0,
76,0.197,0.197,12,6,19.717,0.921,0.886,
71,0.063,0.063,4,2,12.048,0.972,0.956,
126,123.09,123.817,0,0,27.414,1.0,1.0,
377,123.073,123.801,60,31,155.976,0.915,0.869,
75,0.078,0.078,4,2,26.746,0.973,0.957,
109,0.011,0.011,0,0,8.308,1.0,1.0,
75,0.021,0.021,0,0,38.1,1.0,1.0,
38,0.001,0.001,0,0,11.373,1.0,1.0,
46,0.027,0.027,4,2,16.12,0.957,0.933,
74,0.096,0.096,4,2,27.51,0.973,0.955,
74,0.212,0.213,12,6,23.311,0.919,0.88,
122,0.141,0.141,8,4,24.818,0.967,0.95,
90,0.013,0.013,0,0,9.455,1.0,1.0,
28,0.001,0.001,0,0,3.325,1.0,1.0,
118,0.149,0.149,4,2,13.246,0.983,0.975,
242,83.883,84.048,42,22,135.862,0.913,0.852,
37,0.002,0.002,0,0,5.574,1.0,1.0,
76,0.242,0.242,14,7,25.395,0.895,0.837,
104,0.128,0.128,4,2,21.744,0.981,0.972,
78,0.217,0.217,12,6,29.252,0.923,0.886,
29,0.28,0.281,0,0,6.225,1.0,1.0,
49,1.519,1.524,20,10,13.351,0.796,0.734,
142,1.244,1.248,12,6,31.614,0.958,0.938,
258,2.922,2.928,52,26,96.34,0.899,0.856,
156,0.207,0.208,10,6,57.296,0.962,0.937,
161,4.705,4.715,24,12,35.657,0.925,0.893,
144,0.885,0.887,12,6,28.855,0.958,0.939,
120,0.029,0.029,0,0,13.26,1.0,1.0,
16,0.19,0.191,4,2,0.064,0.875,0.825,
62,0.176,0.177,10,6,21.96,0.903,0.859,
29,0.002,0.002,0,0,1.125,1.0,1.0,
349,27.534,27.639,36,18,215.147,0.948,0.91,
210,3.441,3.447,24,12,128.085,0.943,0.888,
116,0.173,0.173,8,4,39.869,0.966,0.946,
113,0.61,0.611,12,6,61.285,0.947,0.889,
110,0.255,0.256,12,6,27.788,0.945,0.92,
75,6.365,6.401,4,2,29.02,0.973,0.957,
189,6.277,6.313,22,10,58.665,0.947,0.923,
67,0.212,0.213,12,6,26.157,0.91,0.867,
24,0.001,0.001,0,0,0.612,1.0,1.0,
84,0.279,0.279,10,6,22.379,0.929,0.893,
44,0.013,0.013,4,2,24.062,0.955,0.894,
59,0.051,0.051,12,6,10.477,0.898,0.858,
161,7.554,7.569,20,9,39.474,0.938,0.909,
35,0.004,0.004,0,0,1.83,1.0,1.0,
299,0.273,0.274,0,0,169.474,1.0,1.0,
161,4.303,4.312,24,12,32.573,0.925,0.893,
84,0.542,0.543,30,16,22.954,0.81,0.734,
68,0.006,0.006,0,0,11.013,1.0,1.0,
122,0.143,0.144,8,4,25.249,0.967,0.95,
151,0.797,0.798,8,4,58.694,0.974,0.96,
107,0.017,0.017,0,0,12.794,1.0,1.0,
72,0.006,0.006,0,0,8.374,1.0,1.0,
59,0.259,0.26,18,10,15.85,0.831,0.738,
57,0.038,0.038,4,2,16.305,0.965,0.949,
188,3.598,3.605,20,10,64.09,0.947,0.923,
27,0.054,0.054,4,2,2.421,0.926,0.894,
136,0.288,0.289,0,0,20.178,1.0,1.0,
79,0.243,0.245,12,6,17.772,0.924,0.892,
28,0.006,0.006,0,0,1.225,1.0,1.0,
29,0.001,0.001,0,0,1.49,1.0,1.0,
62,0.522,0.523,14,7,14.224,0.871,0.805,
72,0.004,0.004,0,0,16.807,1.0,1.0,
206,1.041,1.043,28,14,80.526,0.932,0.902,
114,0.945,0.947,12,6,86.336,0.947,0.88,
174,0.549,0.55,14,7,74.36,0.954,0.927,
360,68.699,68.832,56,32,218.202,0.906,0.763,
120,0.015,0.015,0,0,34.461,1.0,1.0,
43,0.008,0.008,0,0,5.013,1.0,1.0,
115,0.024,0.024,0,0,24.61,1.0,1.0,
185,0.073,0.073,0,0,23.916,1.0,1.0,
280,2.398,2.403,16,8,118.302,0.971,0.952,
48,0.167,0.167,20,10,18.971,0.792,0.683,
76,0.229,0.229,12,5,29.946,0.921,0.881,
38,0.002,0.002,0,0,2.45,1.0,1.0,
83,0.496,0.497,14,6,22.213,0.928,0.89,
