seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
66,612.593,785.283,32,16,29.595,0.848,0.76,
369,613.895,786.825,88,47,153.564,0.9,0.839,
37,14.857,18.064,4,2,4.615,0.946,0.922,
71,15.552,19.004,4,2,14.008,0.972,0.957,
128,613.336,786.155,96,54,61.313,0.703,0.559,
59,613.975,786.902,10,4,7.18,0.932,0.9,
104,22.921,27.61,2,2,16.992,0.981,0.971,
47,612.694,708.529,4,4,4.872,0.915,0.872,
169,612.571,708.394,16,9,37.029,0.941,0.907,
78,612.649,708.481,28,16,11.066,0.821,0.739,
29,12.533,14.638,0,0,1.013,1.0,1.0,
104,15.724,18.928,8,4,9.903,0.962,0.943,
84,612.538,708.351,30,19,21.948,0.845,0.759,
363,614.043,710.134,108,42,225.584,0.898,0.752,
37,14.896,17.98,0,0,0.836,1.0,1.0,
75,13.044,15.238,4,2,31.569,0.973,0.957,
120,28.296,34.02,4,2,20.826,0.983,0.975,
71,613.292,764.526,14,4,20.105,0.944,0.913,
206,613.624,764.971,46,27,98.753,0.883,0.825,
74,613.434,764.695,24,12,63.93,0.838,0.537,
76,612.085,763.203,12,6,8.976,0.921,0.884,
118,613.437,764.702,16,8,47.033,0.932,0.884,
61,13.583,16.378,0,0,7.969,1.0,1.0,
129,613.4,764.648,8,4,8.827,0.969,0.953,
76,21.146,25.428,6,4,11.968,0.947,0.921,
75,613.813,765.166,12,4,21.056,0.947,0.92,
45,13.319,15.802,0,0,3.085,1.0,1.0,
37,613.448,764.729,4,2,12.177,0.946,0.901,
349,613.506,764.813,142,69,198.49,0.837,0.708,
58,21.219,25.523,4,2,7.097,0.966,0.949,
46,13.823,16.77,6,4,13.33,0.913,0.858,
142,613.539,764.871,30,14,27.449,0.901,0.852,
107,14.178,17.321,0,0,11.506,1.0,1.0,
119,613.426,764.706,34,20,55.343,0.807,0.72,
111,613.927,765.274,8,4,89.903,0.964,0.891,
115,18.287,22.054,8,4,23.953,0.965,0.948,
27,13.129,15.47,0,0,1.1,1.0,1.0,
73,13.539,16.258,2,2,21.744,0.973,0.958,
114,613.087,800.991,24,12,87.808,0.895,0.754,
192,614.236,802.52,82,44,98.94,0.776,0.669,
81,613.592,801.694,24,14,8.726,0.852,0.793,
42,13.088,15.403,0,0,0.203,1.0,1.0,
161,612.088,799.726,28,11,33.315,0.925,0.892,
90,15.878,19.237,0,0,9.068,1.0,1.0,
100,14.374,17.336,8,4,17.52,0.96,0.941,
392,613.647,801.764,234,112,162.879,0.737,0.607,
69,613.38,801.397,18,10,42.032,0.855,0.746,
331,613.041,800.936,46,26,127.355,0.921,0.873,
115,18.363,22.381,8,4,10.704,0.965,0.945,
72,15.566,18.857,10,4,7.134,0.944,0.917,
35,614.884,803.18,4,4,14.384,0.886,0.822,
125,25.957,31.696,2,2,34.594,0.968,0.952,
86,612.567,800.282,12,4,12.556,0.953,0.932,
75,14.85,17.93,4,2,4.74,0.973,0.96,
96,15.767,19.107,6,4,32.061,0.958,0.938,
103,613.052,800.965,42,21,17.44,0.796,0.695,
41,12.427,14.197,4,2,0.593,0.951,0.929,
102,613.584,713.437,8,4,16.486,0.961,0.94,
233,614.413,714.328,66,32,46.83,0.888,0.833,
34,612.795,712.558,8,4,5.937,0.882,0.823,
182,613.613,713.469,22,12,58.801,0.94,0.905,
67,614.495,714.413,16,7,13.556,0.896,0.844,
58,612.907,712.693,36,16,37.031,0.724,0.445,
71,613.961,713.846,24,10,19.048,0.831,0.745,
120,45.397,52.809,2,2,17.586,0.983,0.975,
392,613.685,713.545,218,101,146.76,0.778,0.668,
91,14.327,17.109,0,0,16.083,1.0,1.0,
341,613.339,713.175,72,40,124.073,0.915,0.87,
98,613.824,713.695,52,34,15.627,0.755,0.634,
266,613.88,713.756,100,55,158.072,0.812,0.674,
135,613.926,713.808,12,8,34.619,0.941,0.91,
127,333.994,385.233,6,3,34.583,0.969,0.953,
67,24.817,29.318,0,0,42.296,1.0,1.0,
61,615.349,715.278,8,4,29.287,0.934,,
233,614.412,714.322,140,91,120.83,0.708,0.46,
155,615.312,715.239,6,4,39.595,0.974,0.961,
215,613.442,788.931,16,10,117.389,0.953,0.914,
392,613.32,788.795,224,113,179.703,0.745,0.622,
118,238.139,291.373,4,4,19.312,0.966,0.949,
114,613.23,788.667,16,8,89.013,0.93,0.839,
29,12.926,15.27,8,4,4.757,0.862,0.809,
87,613.078,788.46,38,18,52.465,0.793,0.654,
34,612.951,788.288,8,4,8.52,0.882,0.672,
242,613.725,789.275,122,69,136.696,0.74,0.543,
258,613.439,788.931,38,18,61.599,0.93,0.891,
28,613.091,788.484,4,2,0.262,0.929,0.894,
114,22.717,27.919,0,0,30.844,1.0,1.0,
43,612.132,787.181,4,2,5.519,0.953,0.893,
118,613.083,788.48,16,8,47.061,0.932,0.884,
29,614.037,789.587,6,4,1.098,0.862,0.791,
150,612.943,702.812,56,26,31.943,0.893,0.836,
184,613.909,703.844,36,18,96.374,0.902,0.829,
121,19.633,23.187,6,4,21.461,0.967,0.95,
38,13.412,15.822,2,2,15.843,0.947,0.921,
70,13.273,15.466,4,2,4.855,0.971,0.957,
120,32.452,37.982,2,2,42.431,0.983,0.975,
39,15.037,18.135,0,0,7.968,1.0,1.0,
83,613.868,703.795,18,10,19.072,0.88,0.829,
34,613.558,703.464,8,4,7.651,0.882,0.823,
36,612.655,716.639,12,6,38.062,0.833,0.697,
38,13.141,15.449,0,0,1.678,1.0,1.0,
52,13.584,16.14,0,0,5.32,1.0,1.0,
111,14.769,17.888,6,4,20.468,0.964,0.946,
77,613.801,717.965,36,28,22.794,0.714,0.552,
119,87.398,101.891,4,2,22.916,0.983,0.975,
